Date,Time,Open Price,Close Price,High Price,Low Price,Volume,Number of Trades,RSI,Pivot Point,S1,R1,S2,R2
30-07-24,1722374460007,0.12468,0.12467,0.12468,0.12449,1318324.00000000,523,24.271844660194446,0.12482,0.12434,0.12514999999999998,0.12401000000000001,0.12563
30-07-24,1722374520005,0.12468,0.12472,0.12476,0.12468,71107.00000000,104,25.0,0.12483666666666667,0.12437333333333334,0.1251833333333333,0.12402666666666667,0.12564666666666666
30-07-24,1722374580005,0.12473,0.12472,0.12476,0.12472,76165.00000000,75,27.884615384614307,0.12483666666666667,0.12437333333333334,0.1251833333333333,0.12402666666666667,0.12564666666666666
30-07-24,1722374640008,0.12471,0.12451,0.12471,0.12449,193614.00000000,175,29.89690721649417,0.12476666666666668,0.12423333333333336,0.12504333333333334,0.12395666666666669,0.12557666666666667
30-07-24,1722374700007,0.12451,0.12456,0.12456,0.12448,158080.00000000,135,25.892857142856514,0.12472,0.12431999999999999,0.12496,0.12407999999999998,0.12536000000000003
30-07-24,1722374760005,0.12455,0.1246,0.12464,0.12452,111321.00000000,152,34.69387755102038,0.12471333333333333,0.12436666666666665,0.12494666666666666,0.12413333333333332,0.12529333333333334
30-07-24,1722374820007,0.1246,0.12467,0.12468,0.12455,486070.00000000,173,36.63366336633678,0.12473000000000001,0.12442,0.12498000000000002,0.12416999999999999,0.12529
30-07-24,1722374880006,0.12468,0.12496,0.12496,0.12468,242884.00000000,178,32.63157894736818,0.12482666666666668,0.12461333333333335,0.12517333333333336,0.12426666666666666,0.1253866666666667
30-07-24,1722374940007,0.12496,0.12485,0.12497,0.12485,143040.00000000,119,51.72413793103445,0.12479000000000001,0.12454000000000001,0.12510000000000004,0.12423,0.12535000000000002
30-07-24,1722375000016,0.12485,0.12502,0.12502,0.12485,56841.00000000,136,45.52845528455282,0.12484666666666666,0.12465333333333331,0.12521333333333334,0.12428666666666664,0.12540666666666667
30-07-24,1722375060006,0.12502,0.12513,0.12514,0.12502,697549.00000000,247,53.676470588234956,0.12491666666666668,0.12469333333333335,0.12535333333333337,0.12425666666666667,0.12557666666666667
30-07-24,1722375120005,0.12512,0.12509,0.12512,0.12509,166716.00000000,36,55.319148936170194,0.12490333333333332,0.12466666666666665,0.12532666666666664,0.12424333333333332,0.12556333333333333
30-07-24,1722375180007,0.1251,0.12519,0.1252,0.12509,34281.00000000,89,60.465116279070244,0.12495666666666667,0.12471333333333334,0.12543333333333334,0.12423666666666666,0.1256766666666667
30-07-24,1722375240005,0.1252,0.12508,0.12521,0.12508,94337.00000000,116,70.40000000000053,0.12492333333333332,0.12463666666666665,0.12536666666666663,0.12419333333333332,0.1256533333333333
30-07-24,1722375300007,0.12509,0.12512,0.12513,0.12508,46519.00000000,42,65.18518518518539,0.12493666666666665,0.12466333333333332,0.1253933333333333,0.12420666666666666,0.12566666666666665
30-07-24,1722375360008,0.12513,0.12516,0.12517,0.12512,9988.00000000,49,64.925373134329,0.12494999999999999,0.12469,0.12541999999999998,0.12422,0.12568
30-07-24,1722375420005,0.12517,0.12528,0.12529,0.12515,578214.00000000,182,65.9420289855075,0.12501666666666666,0.12474333333333332,0.12555333333333335,0.12420666666666665,0.1258266666666667
30-07-24,1722375480005,0.12528,0.12531,0.12531,0.12527,62279.00000000,22,79.844961240311,0.12503333333333333,0.12475666666666665,0.12558666666666668,0.12420333333333332,0.12586333333333333
30-07-24,1722375540007,0.12531,0.12533,0.12533,0.12531,31709.00000000,32,79.52755905511894,0.12504666666666667,0.12476333333333334,0.12561333333333335,0.12419666666666666,0.12589666666666666
30-07-24,1722375600007,0.12533,0.12533,0.12545,0.12533,2751359.00000000,312,79.20000000000073,0.12510000000000002,0.12475000000000003,0.12568000000000001,0.12417000000000002,0.12603000000000003
30-07-24,1722375660006,0.12534,0.12558,0.12559,0.1253,624631.00000000,344,77.96610169491598,0.12524000000000002,0.12489000000000003,0.12593000000000004,0.1242,0.12628000000000003
30-07-24,1722375720008,0.12558,0.12559,0.12559,0.12558,36704.00000000,64,77.1929824561411,0.12528666666666666,0.12498333333333331,0.1258933333333333,0.12437666666666665,0.12619666666666668
30-07-24,1722375780006,0.12559,0.12559,0.12561,0.12558,84394.00000000,94,85.57692307692427,0.12535,0.12508999999999998,0.12584999999999996,0.12458999999999999,0.12611
30-07-24,1722375840005,0.12559,0.1256,0.12561,0.12559,66088.00000000,50,82.75862068965671,0.12535333333333334,0.1250966666666667,0.12585666666666667,0.12459333333333335,0.12611333333333336
30-07-24,1722375900010,0.12559,0.12565,0.12566,0.12558,79618.00000000,106,80.51948051948179,0.12544333333333335,0.1252266666666667,0.1258666666666667,0.12480333333333335,0.12608333333333335
30-07-24,1722375960007,0.12565,0.12565,0.12565,0.12564,25284.00000000,40,85.89743589743608,0.12546333333333334,0.1252666666666667,0.1258466666666667,0.12488333333333335,0.12604333333333334
30-07-24,1722376020005,0.12564,0.12562,0.12564,0.1256,96312.00000000,69,83.82352941176518,0.12545333333333333,0.12524666666666667,0.12582666666666667,0.12487333333333334,0.12603333333333333
30-07-24,1722376080006,0.12563,0.12561,0.12563,0.12561,14272.00000000,33,94.99999999999977,0.12544999999999998,0.12523999999999996,0.12581999999999996,0.12486999999999998,0.12602999999999998
30-07-24,1722376140005,0.12561,0.12559,0.12562,0.12558,35800.00000000,52,92.98245614034892,0.12544333333333332,0.12522666666666665,0.12580666666666665,0.12486333333333333,0.12602333333333332
30-07-24,1722376200007,0.12559,0.12559,0.12561,0.12558,65840.00000000,92,89.09090909090872,0.12545666666666666,0.12525333333333333,0.1257933333333333,0.12491666666666668,0.12599666666666665
30-07-24,1722376260007,0.12559,0.12555,0.1256,0.12553,14453.00000000,116,86.04651162790637,0.12545333333333333,0.12524666666666667,0.12575666666666666,0.12494333333333335,0.12596333333333332
30-07-24,1722376320005,0.12554,0.12555,0.12558,0.12552,381505.00000000,170,77.2727272727247,0.12549333333333332,0.12532666666666664,0.12571666666666664,0.12510333333333332,0.12588333333333332
30-07-24,1722376380005,0.12554,0.12557,0.12557,0.12554,34213.00000000,82,76.19047619047399,0.12550999999999998,0.12535999999999997,0.12571999999999997,0.12514999999999998,0.12586999999999998
30-07-24,1722376440008,0.12556,0.12559,0.12559,0.12556,36604.00000000,88,77.2727272727247,0.12551666666666664,0.12537333333333328,0.12573333333333328,0.12515666666666664,0.12587666666666664
30-07-24,1722376500007,0.1256,0.12559,0.1256,0.12557,30342.00000000,78,52.38095238095426,0.12551666666666664,0.12537333333333328,0.12573333333333328,0.12515666666666664,0.12587666666666664
30-07-24,1722376560005,0.1256,0.12592,0.12594,0.1256,3811672.00000000,913,50.0,0.12579333333333334,0.12564666666666668,0.1260666666666667,0.12537333333333334,0.12621333333333334
30-07-24,1722376620006,0.12592,0.12587,0.12594,0.12585,1080286.00000000,381,81.13207547169604,0.12577666666666668,0.12561333333333335,0.12603333333333336,0.12535666666666667,0.12619666666666668
30-07-24,1722376680005,0.12587,0.12603,0.12604,0.12582,453425.00000000,302,73.68421052631578,0.12586333333333333,0.12568666666666664,0.12620666666666666,0.1253433333333333,0.12638333333333335
30-07-24,1722376740005,0.12603,0.12581,0.12604,0.12581,299982.00000000,192,77.94117647058704,0.12578999999999999,0.12553999999999996,0.12605999999999998,0.12526999999999996,0.12631
30-07-24,1722376800014,0.12581,0.12578,0.12581,0.12574,806559.00000000,127,58.88888888888841,0.12578,0.12552,0.12604,0.12525999999999998,0.12630000000000002
30-07-24,1722376860005,0.12579,0.12576,0.12583,0.12571,637797.00000000,211,58.88888888888841,0.12577333333333332,0.12550666666666663,0.12602666666666665,0.1252533333333333,0.12629333333333334
30-07-24,1722376920006,0.12576,0.12567,0.12576,0.12564,76926.00000000,153,58.24175824175891,0.12574333333333335,0.12544666666666668,0.1259666666666667,0.12522333333333333,0.12626333333333337
30-07-24,1722376980007,0.12566,0.12582,0.12584,0.12565,183532.00000000,290,54.08163265306102,0.12579333333333334,0.12554666666666667,0.1260666666666667,0.12527333333333332,0.12631333333333336
30-07-24,1722377040006,0.12582,0.12594,0.12594,0.12578,244123.00000000,266,60.17699115044167,0.12583333333333332,0.12562666666666664,0.12614666666666666,0.1253133333333333,0.12635333333333335
30-07-24,1722377100007,0.12594,0.12595,0.126,0.12583,274073.00000000,442,66.11570247933905,0.12583666666666668,0.12563333333333335,0.12615333333333337,0.12531666666666666,0.1263566666666667
30-07-24,1722377160007,0.12596,0.1258,0.12598,0.1258,168286.00000000,246,66.3934426229513,0.12578666666666669,0.12553333333333336,0.12605333333333338,0.12526666666666667,0.1263066666666667
30-07-24,1722377220006,0.1258,0.12563,0.1258,0.12558,263149.00000000,190,58.5185185185187,0.1257366666666667,0.12543333333333337,0.12593333333333337,0.1252366666666667,0.1262366666666667
30-07-24,1722377280006,0.12564,0.12557,0.12566,0.12555,162886.00000000,148,51.33333333333281,0.12571999999999997,0.12539999999999993,0.12588999999999995,0.12522999999999995,0.12621
30-07-24,1722377340007,0.12557,0.12559,0.1256,0.12552,49849.00000000,84,49.35897435897372,0.12571666666666667,0.12539333333333333,0.12591333333333335,0.12519666666666665,0.1262366666666667
30-07-24,1722377400007,0.12558,0.12563,0.1257,0.1255,270805.00000000,166,36.80000000000042,0.12572333333333333,0.12540666666666664,0.12594666666666665,0.1251833333333333,0.12626333333333334
30-07-24,1722377460005,0.12563,0.12574,0.12576,0.12562,32377.00000000,143,40.32258064516071,0.12575999999999998,0.12547999999999995,0.12601999999999997,0.12521999999999997,0.1263
30-07-24,1722377520007,0.12575,0.12568,0.12575,0.12563,71233.00000000,82,37.8151260504199,0.12574,0.12543999999999997,0.12597999999999998,0.12519999999999998,0.12628
30-07-24,1722377580005,0.12568,0.1256,0.12576,0.12558,49791.00000000,185,43.68932038834878,0.12571333333333332,0.12538666666666662,0.12592666666666663,0.1251733333333333,0.12625333333333333
30-07-24,1722377640005,0.1256,0.12576,0.12578,0.1256,93404.00000000,150,41.66666666666624,0.12575333333333336,0.1255066666666667,0.1260066666666667,0.12525333333333336,0.12625333333333336
30-07-24,1722377700010,0.12575,0.12575,0.12579,0.12572,317955.00000000,142,50.0,0.12575,0.1255,0.126,0.12525,0.12625
30-07-24,1722377760005,0.12573,0.1258,0.12584,0.12572,60404.00000000,241,53.50877192982424,0.12576666666666667,0.12553333333333333,0.12603333333333333,0.12526666666666667,0.12626666666666667
30-07-24,1722377820005,0.1258,0.12591,0.12592,0.1258,49819.00000000,168,49.03846153846197,0.12580333333333335,0.1256066666666667,0.1261066666666667,0.12530333333333335,0.12630333333333335
30-07-24,1722377880007,0.12591,0.12581,0.12592,0.1258,16160.00000000,99,48.54368932038832,0.12577000000000002,0.12554000000000004,0.12604000000000004,0.12527000000000002,0.12627000000000002
30-07-24,1722377940005,0.1258,0.12572,0.1258,0.12571,287926.00000000,140,43.75000000000015,0.12574,0.12547999999999998,0.12597999999999998,0.12524,0.12624
30-07-24,1722378000007,0.12571,0.12577,0.12584,0.12571,211634.00000000,99,46.22641509433989,0.12575,0.12552,0.126,0.12527,0.12623
30-07-24,1722378060007,0.12577,0.1257,0.12577,0.12568,463911.00000000,133,57.44680851063817,0.12570666666666666,0.12549333333333332,0.12591333333333332,0.12528666666666666,0.12612666666666666
30-07-24,1722378120005,0.12571,0.12562,0.12574,0.12561,179465.00000000,123,56.84210526315884,0.12568,0.12543999999999997,0.12585999999999997,0.12525999999999998,0.1261
30-07-24,1722378180005,0.12562,0.12566,0.12568,0.1256,249386.00000000,139,51.485148514851616,0.12569333333333332,0.12546666666666664,0.12588666666666665,0.12527333333333332,0.12611333333333333
30-07-24,1722378240006,0.12566,0.12578,0.12579,0.12566,81041.00000000,143,51.485148514851616,0.12573333333333334,0.12554666666666667,0.12596666666666667,0.12531333333333333,0.12615333333333334
30-07-24,1722378300008,0.12577,0.12584,0.12584,0.1257,25957.00000000,148,51.96078431372611,0.12578,0.12564,0.12598,0.12544,0.12612
30-07-24,1722378360006,0.12583,0.12582,0.12586,0.12581,15739.00000000,69,57.84313725490306,0.12577333333333332,0.12562666666666664,0.12596666666666664,0.1254333333333333,0.12611333333333333
30-07-24,1722378420007,0.12582,0.12592,0.12592,0.12582,25210.00000000,124,61.45833333333303,0.12580666666666665,0.1256933333333333,0.1260333333333333,0.12546666666666664,0.12614666666666666
30-07-24,1722378480005,0.12593,0.12594,0.12596,0.1259,207054.00000000,100,58.88888888888841,0.12583333333333332,0.12570666666666666,0.12606666666666666,0.12547333333333333,0.12619333333333332
30-07-24,1722378540006,0.12593,0.12586,0.12593,0.12586,194154.00000000,95,60.439560439560275,0.12580666666666665,0.1256533333333333,0.1260133333333333,0.12544666666666665,0.12616666666666665
30-07-24,1722378600011,0.12586,0.12578,0.12586,0.12576,509679.00000000,213,53.19148936170238,0.12578,0.12560000000000002,0.12596000000000002,0.12542,0.12614
30-07-24,1722378660005,0.12577,0.12581,0.12581,0.12572,112015.00000000,114,42.857142857143295,0.12578999999999999,0.12561999999999998,0.12597999999999998,0.12542999999999999,0.12614999999999998
30-07-24,1722378720005,0.12579,0.12582,0.12582,0.12576,207617.00000000,87,50.0,0.12579333333333334,0.1256266666666667,0.1259866666666667,0.12543333333333334,0.12615333333333334
30-07-24,1722378780007,0.12581,0.12579,0.12581,0.12577,24003.00000000,57,56.57894736842048,0.12578333333333333,0.12560666666666667,0.12596666666666667,0.12542333333333333,0.12614333333333333
30-07-24,1722378840006,0.12579,0.12566,0.12579,0.12563,212140.00000000,190,51.351351351352776,0.12574,0.12552,0.12588,0.12538,0.1261
30-07-24,1722378900032,0.12567,0.12564,0.12568,0.1256,274402.00000000,130,47.49999999999921,0.12573333333333334,0.12550666666666668,0.12586666666666668,0.12537333333333334,0.12609333333333334
30-07-24,1722378960007,0.12565,0.12564,0.12565,0.12559,248329.00000000,162,51.35135135135084,0.12573,0.12550000000000003,0.12587,0.12536000000000003,0.1261
30-07-24,1722379020005,0.12563,0.12573,0.12573,0.12563,122892.00000000,185,48.57142857142914,0.12576,0.12556000000000003,0.12593000000000001,0.12539000000000003,0.12613
30-07-24,1722379080028,0.12572,0.12585,0.12585,0.12572,37724.00000000,147,46.26865671641835,0.1258,0.12564,0.12600999999999998,0.12543,0.12616999999999998
30-07-24,1722379140007,0.12585,0.12579,0.12585,0.12575,58240.00000000,138,50.68493150684812,0.12578,0.12560000000000002,0.12597,0.12541000000000002,0.12614999999999998
30-07-24,1722379200007,0.12581,0.12583,0.12583,0.12575,265612.00000000,118,48.05194805194955,0.12579333333333334,0.1256266666666667,0.12599666666666667,0.12542333333333336,0.12616333333333332
30-07-24,1722379260005,0.12583,0.12592,0.12592,0.12582,417831.00000000,154,43.661971830984605,0.12582333333333331,0.12568666666666664,0.12605666666666662,0.12545333333333333,0.1261933333333333
30-07-24,1722379320007,0.12593,0.12591,0.12596,0.12589,212537.00000000,118,48.717948717949085,0.12582000000000002,0.12568000000000004,0.12605000000000002,0.12545000000000003,0.12619
30-07-24,1722379380005,0.12593,0.12596,0.12598,0.12592,66855.00000000,70,53.52112676056332,0.12584333333333333,0.12570666666666666,0.12609666666666666,0.12545333333333333,0.12623333333333334
30-07-24,1722379440006,0.12597,0.1259,0.12598,0.12589,51242.00000000,93,63.23529411764736,0.12582333333333334,0.12566666666666668,0.12605666666666668,0.12543333333333334,0.12621333333333334
30-07-24,1722379500013,0.12589,0.12586,0.12589,0.12581,230539.00000000,98,56.3380281690154,0.12581,0.12564,0.12603,0.12542,0.1262
30-07-24,1722379560005,0.12586,0.12575,0.12588,0.12575,53373.00000000,131,52.70270270270377,0.12577333333333332,0.12556666666666663,0.12595666666666663,0.12538333333333332,0.12616333333333332
30-07-24,1722379620005,0.12576,0.12588,0.12589,0.12574,59834.00000000,109,47.56097560975523,0.12581666666666666,0.1256533333333333,0.1260433333333333,0.12542666666666666,0.12620666666666666
30-07-24,1722379680007,0.12588,0.12582,0.12589,0.12582,37088.00000000,102,63.41463414634245,0.12579666666666667,0.12561333333333333,0.12600333333333333,0.12540666666666667,0.12618666666666667
30-07-24,1722379740005,0.12582,0.12598,0.12598,0.12581,119818.00000000,121,60.46511627906961,0.12585000000000002,0.12572000000000003,0.12611000000000003,0.12546000000000002,0.12624000000000002
30-07-24,1722379800007,0.12597,0.12568,0.12597,0.12557,2187856.00000000,747,66.66666666666757,0.12574333333333332,0.12550666666666663,0.12591666666666665,0.1253333333333333,0.12615333333333334
30-07-24,1722379860007,0.12568,0.12579,0.12581,0.12564,307918.00000000,296,47.96747967479581,0.12578,0.12558,0.12599000000000002,0.12536999999999998,0.12619000000000002
30-07-24,1722379920005,0.12579,0.12585,0.12587,0.12575,139980.00000000,153,47.540983606558385,0.1258,0.12561999999999998,0.12603,0.12538999999999997,0.12621000000000002
30-07-24,1722379980005,0.12584,0.12585,0.12587,0.12581,111253.00000000,145,52.45901639344161,0.1258,0.12561999999999998,0.12603,0.12538999999999997,0.12621000000000002
30-07-24,1722380040007,0.12584,0.12583,0.12587,0.12577,86932.00000000,147,50.847457627118274,0.12579333333333334,0.12560666666666667,0.1260166666666667,0.12538333333333332,0.12620333333333336
30-07-24,1722380100007,0.12582,0.12582,0.12583,0.12578,89613.00000000,114,45.94594594594574,0.12578999999999999,0.12559999999999996,0.12600999999999998,0.12537999999999996,0.1262
30-07-24,1722380160005,0.12582,0.12589,0.12591,0.12582,74245.00000000,129,45.94594594594574,0.12581333333333333,0.12564666666666666,0.12605666666666668,0.1254033333333333,0.12622333333333335
30-07-24,1722380220008,0.12589,0.12589,0.1259,0.12584,215211.00000000,119,46.902654867257354,0.12581333333333333,0.12564666666666666,0.12605666666666668,0.1254033333333333,0.12622333333333335
30-07-24,1722380280005,0.12589,0.12593,0.12596,0.12589,182427.00000000,126,49.532710280373394,0.12582666666666667,0.12567333333333333,0.12608333333333335,0.12541666666666665,0.1262366666666667
30-07-24,1722380340005,0.12593,0.12601,0.12601,0.12593,146864.00000000,152,53.27102803738242,0.12586333333333335,0.1257166666666667,0.12615666666666672,0.12542333333333333,0.12630333333333338
30-07-24,1722380400012,0.12601,0.12606,0.12608,0.12601,157006.00000000,173,62.499999999999666,0.12590333333333334,0.12572666666666668,0.1262366666666667,0.12539333333333333,0.12641333333333335
30-07-24,1722380460005,0.12606,0.12603,0.12607,0.12602,176285.00000000,201,59.375,0.12589333333333333,0.12570666666666666,0.12621666666666667,0.12538333333333332,0.12640333333333334
30-07-24,1722380520005,0.12604,0.12604,0.12606,0.12597,80270.00000000,142,61.29032258064516,0.12589666666666666,0.12571333333333332,0.12622333333333333,0.12538666666666665,0.12640666666666667
30-07-24,1722380580007,0.12604,0.12613,0.12613,0.12604,249479.00000000,130,53.846153846153854,0.12594333333333332,0.12575666666666666,0.12631666666666666,0.12538333333333332,0.12650333333333333
30-07-24,1722380640005,0.12614,0.12614,0.12627,0.12613,1298572.00000000,518,89.4736842105258,0.12599333333333332,0.12571666666666664,0.12641666666666665,0.1252933333333333,0.12669333333333332
30-07-24,1722380700007,0.12613,0.12608,0.12621,0.12605,255238.00000000,179,87.23404255319049,0.12599666666666665,0.1257233333333333,0.1263533333333333,0.12536666666666665,0.12662666666666664
30-07-24,1722380760007,0.12607,0.12603,0.12612,0.12602,572242.00000000,181,74.46808510638247,0.12601666666666667,0.12576333333333334,0.12628333333333333,0.12549666666666667,0.12653666666666666
30-07-24,1722380820005,0.12603,0.12605,0.12607,0.126,365571.00000000,123,67.30769230769292,0.12603,0.12579,0.12629,0.12553,0.12653
30-07-24,1722380880005,0.12605,0.12595,0.12605,0.12592,178265.00000000,86,71.15384615384512,0.12599666666666667,0.12572333333333335,0.12622333333333335,0.12549666666666667,0.12649666666666667
30-07-24,1722380940006,0.12595,0.12585,0.12604,0.12585,178262.00000000,198,60.655737704919595,0.12596666666666667,0.12566333333333335,0.12615333333333334,0.12547666666666668,0.12645666666666666
30-07-24,1722381000007,0.12585,0.12585,0.12589,0.12585,69405.00000000,56,46.874999999999055,0.12597999999999998,0.12568999999999997,0.12613999999999997,0.12552999999999997,0.12643
30-07-24,1722381060005,0.12586,0.12585,0.12586,0.12584,85129.00000000,51,46.874999999999055,0.12598666666666666,0.12570333333333333,0.12613333333333332,0.12555666666666668,0.12641666666666665
30-07-24,1722381120007,0.12585,0.1258,0.12586,0.12578,166407.00000000,83,43.3333333333338,0.12595,0.12563000000000002,0.12612,0.12546000000000002,0.12644
30-07-24,1722381180005,0.12581,0.12571,0.12581,0.12571,320853.00000000,105,31.578947368419264,0.12589666666666666,0.12552333333333332,0.12608333333333333,0.12533666666666665,0.12645666666666666
30-07-24,1722381240005,0.12569,0.12565,0.12571,0.12563,122524.00000000,156,21.311475409834642,0.12585000000000002,0.12543000000000004,0.12607000000000004,0.12521000000000002,0.12649000000000002
30-07-24,1722381300010,0.12565,0.12555,0.12568,0.12554,478368.00000000,144,20.31249999999946,0.12578666666666666,0.12530333333333332,0.1260333333333333,0.12505666666666668,0.12651666666666664
30-07-24,1722381360005,0.12554,0.1256,0.1256,0.1255,823759.00000000,229,16.438356164381418,0.12578999999999999,0.12530999999999998,0.12607999999999997,0.12502,0.12655999999999998
30-07-24,1722381420005,0.1256,0.12549,0.12566,0.12543,1790159.00000000,363,11.594202898550321,0.12573,0.12519000000000002,0.12603,0.12489000000000003,0.12657
